degree,mean_Ein,mean_Ecv,mean_Eout,median_max_abs_w
0,0.5645200915556433,0.6262077407485936,0.6143696699379791,0.105250315419378
1,0.25401021871460866,0.32489925929452873,0.3178669996255524,0.959382442830035
2,0.2311751348254956,0.40044527876215946,0.36669331434584773,1.017378625581129
3,0.07337309724790897,0.1315815171542099,0.12454188086295671,2.9173313053380046
4,0.06832283345536722,0.19044951373248437,0.18185189975910762,3.004604728542104
5,0.06246583708175558,0.6066509316918947,0.4668799549753875,4.799465968694529
6,0.05847104888318546,3.4640284418166116,1.2954410734932968,6.8186677598624215
7,0.05398956195281693,350.5219603565277,13.096976327626239,15.58342371127296
8,0.049061711859823456,2748.041359067724,139.33123525235408,48.17818143915139
